enc_class	enc_method	exp	kind	class	method	param	index	uri
gui.DialogNewMap#$@$#DialogNewMap(java.awt.Frame,boolean,boolean)#$@$#parent#$@$#PARAMETER	gui.DialogNewMap	DialogNewMap(java.awt.Frame,boolean,boolean)	parent	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#DialogNewMap(java.awt.Frame,boolean,boolean)#$@$#modal#$@$#PARAMETER	gui.DialogNewMap	DialogNewMap(java.awt.Frame,boolean,boolean)	modal	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#DialogNewMap(java.awt.Frame,boolean,boolean)#$@$#initComponents#$@$#METHOD	gui.DialogNewMap	initComponents()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#DialogNewMap(java.awt.Frame,boolean,boolean)#$@$#blankMap#$@$#FIELD	gui.DialogNewMap	null	blankMap	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#DialogNewMap(java.awt.Frame,boolean,boolean)#$@$#bMap#$@$#PARAMETER	gui.DialogNewMap	DialogNewMap(java.awt.Frame,boolean,boolean)	bMap	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#value#$@$#METHOD	java.lang.SuppressWarnings	value()	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#jLabel4#$@$#FIELD	gui.DialogNewMap	null	jLabel4	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#XDim_Field#$@$#FIELD	gui.DialogNewMap	null	XDim_Field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#jLabel3#$@$#FIELD	gui.DialogNewMap	null	jLabel3	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#Visibility_Field#$@$#FIELD	gui.DialogNewMap	null	Visibility_Field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#Generate_Button#$@$#FIELD	gui.DialogNewMap	null	Generate_Button	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#jLabel5#$@$#FIELD	gui.DialogNewMap	null	jLabel5	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#YDim_Field#$@$#FIELD	gui.DialogNewMap	null	YDim_Field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#setDefaultCloseOperation#$@$#METHOD	javax.swing.JDialog	setDefaultCloseOperation(int)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#javax.swing.WindowConstants.DISPOSE_ON_CLOSE#$@$#FIELD	javax.swing.WindowConstants	null	DISPOSE_ON_CLOSE	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#setTitle#$@$#METHOD	java.awt.Dialog	setTitle(java.lang.String)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#jLabel4.setText#$@$#METHOD	javax.swing.JLabel	setText(java.lang.String)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#jLabel4#$@$#FIELD	gui.DialogNewMap	null	jLabel4	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#XDim_Field.setColumns#$@$#METHOD	javax.swing.JTextField	setColumns(int)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#XDim_Field#$@$#FIELD	gui.DialogNewMap	null	XDim_Field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#XDim_Field.setHorizontalAlignment#$@$#METHOD	javax.swing.JTextField	setHorizontalAlignment(int)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#XDim_Field#$@$#FIELD	gui.DialogNewMap	null	XDim_Field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#javax.swing.SwingConstants.RIGHT#$@$#FIELD	javax.swing.SwingConstants	null	RIGHT	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#XDim_Field.setText#$@$#METHOD	javax.swing.text.JTextComponent	setText(java.lang.String)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#XDim_Field#$@$#FIELD	gui.DialogNewMap	null	XDim_Field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#jLabel3.setText#$@$#METHOD	javax.swing.JLabel	setText(java.lang.String)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#jLabel3#$@$#FIELD	gui.DialogNewMap	null	jLabel3	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#Visibility_Field.setColumns#$@$#METHOD	javax.swing.JTextField	setColumns(int)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#Visibility_Field#$@$#FIELD	gui.DialogNewMap	null	Visibility_Field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#Visibility_Field.setHorizontalAlignment#$@$#METHOD	javax.swing.JTextField	setHorizontalAlignment(int)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#Visibility_Field#$@$#FIELD	gui.DialogNewMap	null	Visibility_Field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#javax.swing.SwingConstants.RIGHT#$@$#FIELD	javax.swing.SwingConstants	null	RIGHT	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#Visibility_Field.setText#$@$#METHOD	javax.swing.text.JTextComponent	setText(java.lang.String)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#Visibility_Field#$@$#FIELD	gui.DialogNewMap	null	Visibility_Field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#Generate_Button.setText#$@$#METHOD	javax.swing.AbstractButton	setText(java.lang.String)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#Generate_Button#$@$#FIELD	gui.DialogNewMap	null	Generate_Button	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#Generate_Button.addMouseListener#$@$#METHOD	java.awt.Component	addMouseListener(java.awt.event.MouseListener)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#Generate_Button#$@$#FIELD	gui.DialogNewMap	null	Generate_Button	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap$1#$@$#mouseClicked(java.awt.event.MouseEvent)#$@$#Generate_ButtonMouseClicked#$@$#METHOD	gui.DialogNewMap	Generate_ButtonMouseClicked(java.awt.event.MouseEvent)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap$1#$@$#mouseClicked(java.awt.event.MouseEvent)#$@$#evt#$@$#PARAMETER	gui.DialogNewMap$1	mouseClicked(java.awt.event.MouseEvent)	evt	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#jLabel5.setText#$@$#METHOD	javax.swing.JLabel	setText(java.lang.String)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#jLabel5#$@$#FIELD	gui.DialogNewMap	null	jLabel5	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#YDim_Field.setColumns#$@$#METHOD	javax.swing.JTextField	setColumns(int)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#YDim_Field#$@$#FIELD	gui.DialogNewMap	null	YDim_Field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#YDim_Field.setHorizontalAlignment#$@$#METHOD	javax.swing.JTextField	setHorizontalAlignment(int)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#YDim_Field#$@$#FIELD	gui.DialogNewMap	null	YDim_Field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#javax.swing.SwingConstants.RIGHT#$@$#FIELD	javax.swing.SwingConstants	null	RIGHT	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#YDim_Field.setText#$@$#METHOD	javax.swing.text.JTextComponent	setText(java.lang.String)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#YDim_Field#$@$#FIELD	gui.DialogNewMap	null	YDim_Field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/gui/DialogNewMap.java
gui.DialogNewMap#$@$#initComponents()#$@$#getContentPane#$@$#METHOD	javax.swing.JDialog	getContentPane()	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#getContentPane().setLayout#$@$#METHOD	java.awt.Container	setLayout(java.awt.LayoutManager)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#getContentPane#$@$#METHOD	javax.swing.JDialog	getContentPane()	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#layout.setHorizontalGroup#$@$#METHOD	javax.swing.GroupLayout	setHorizontalGroup(javax.swing.GroupLayout.Group)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#layout.createParallelGroup(javax.swing.GroupLayout.Alignment.LEADING).addGroup#$@$#METHOD	javax.swing.GroupLayout$ParallelGroup	addGroup(javax.swing.GroupLayout.Group)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#layout.createParallelGroup#$@$#METHOD	javax.swing.GroupLayout	createParallelGroup(javax.swing.GroupLayout.Alignment)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#layout.createSequentialGroup().addContainerGap().addGroup#$@$#METHOD	javax.swing.GroupLayout$SequentialGroup	addGroup(javax.swing.GroupLayout.Group)	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#layout.createSequentialGroup().addContainerGap#$@$#METHOD	javax.swing.GroupLayout$SequentialGroup	addContainerGap()	null	null	null
gui.DialogNewMap#$@$#initComponents()#$@$#layout.createSequentialGroup#$@$#METHOD	javax.swing.GroupLayout	createSequentialGroup()	null	null	null
