enc_class	enc_method	exp	kind	class	method	param	index	uri
ru.spbau.amanov.drunkard.Application#$@$#main(java.lang.String[])#$@$#game.run#$@$#METHOD	ru.spbau.amanov.drunkard.Game	run()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/Game.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#Drunkard(ru.spbau.amanov.drunkard.AbstractField,ru.spbau.amanov.drunkard.Position)#$@$#field#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#Drunkard(ru.spbau.amanov.drunkard.AbstractField,ru.spbau.amanov.drunkard.Position)#$@$#f#$@$#PARAMETER	ru.spbau.amanov.drunkard.GameObjects.Drunkard	Drunkard(ru.spbau.amanov.drunkard.AbstractField,ru.spbau.amanov.drunkard.Position)	f	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#Drunkard(ru.spbau.amanov.drunkard.AbstractField,ru.spbau.amanov.drunkard.Position)#$@$#position#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.GameObject	null	position	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/GameObject.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#Drunkard(ru.spbau.amanov.drunkard.AbstractField,ru.spbau.amanov.drunkard.Position)#$@$#pos#$@$#PARAMETER	ru.spbau.amanov.drunkard.GameObjects.Drunkard	Drunkard(ru.spbau.amanov.drunkard.AbstractField,ru.spbau.amanov.drunkard.Position)	pos	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#Drunkard(ru.spbau.amanov.drunkard.AbstractField,ru.spbau.amanov.drunkard.Position)#$@$#field.addObject#$@$#METHOD	ru.spbau.amanov.drunkard.AbstractField	addObject(ru.spbau.amanov.drunkard.GameObjects.GameObject,ru.spbau.amanov.drunkard.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/AbstractField.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#Drunkard(ru.spbau.amanov.drunkard.AbstractField,ru.spbau.amanov.drunkard.Position)#$@$#field#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#Drunkard(ru.spbau.amanov.drunkard.AbstractField,ru.spbau.amanov.drunkard.Position)#$@$#this#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#Drunkard(ru.spbau.amanov.drunkard.AbstractField,ru.spbau.amanov.drunkard.Position)#$@$#position#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.GameObject	null	position	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/GameObject.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#Drunkard(ru.spbau.amanov.drunkard.AbstractField,ru.spbau.amanov.drunkard.Position)#$@$#pathHelper#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	pathHelper	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#Drunkard(ru.spbau.amanov.drunkard.AbstractField,ru.spbau.amanov.drunkard.Position)#$@$#field#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#accept(ru.spbau.amanov.drunkard.ICollisionVisitor)#$@$#visitor.collisionWith#$@$#METHOD	ru.spbau.amanov.drunkard.ICollisionVisitor	collisionWith(ru.spbau.amanov.drunkard.GameObjects.Drunkard)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/ICollisionVisitor.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#accept(ru.spbau.amanov.drunkard.ICollisionVisitor)#$@$#visitor#$@$#PARAMETER	ru.spbau.amanov.drunkard.GameObjects.Drunkard	accept(ru.spbau.amanov.drunkard.ICollisionVisitor)	visitor	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#accept(ru.spbau.amanov.drunkard.ICollisionVisitor)#$@$#this#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#randomMove()#$@$#state#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	state	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#randomMove()#$@$#nextPosition#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	nextPosition	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#randomMove()#$@$#pathHelper.generateRandomMove#$@$#METHOD	ru.spbau.amanov.drunkard.PathHelper	generateRandomMove(ru.spbau.amanov.drunkard.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/PathHelper.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#randomMove()#$@$#pathHelper#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	pathHelper	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#randomMove()#$@$#position#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.GameObject	null	position	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/GameObject.java
