enc_class	enc_method	exp	kind	class	method	param	index	uri
org.jatha.exception.LispValueNotAnArrayException#$@$#LispValueNotAnArrayException(java.lang.String)#$@$#s#$@$#PARAMETER	org.jatha.exception.LispValueNotAnArrayException	LispValueNotAnArrayException(java.lang.String)	s	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url29ae058134_yuriy_chumak_jatha_tgz-pJ8-org_jatha_LispJ8/src/LispValueNotAnArrayException.java
org.jatha.exception.LispException#$@$#LispException(java.lang.String)#$@$#s#$@$#PARAMETER	org.jatha.exception.LispException	LispException(java.lang.String)	s	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url29ae058134_yuriy_chumak_jatha_tgz-pJ8-org_jatha_LispJ8/src/org/jatha/exception/LispException.java
org.jatha.exception.LispValueNotAHashtableException#$@$#LispValueNotAHashtableException(java.lang.String)#$@$#s#$@$#PARAMETER	org.jatha.exception.LispValueNotAHashtableException	LispValueNotAHashtableException(java.lang.String)	s	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url29ae058134_yuriy_chumak_jatha_tgz-pJ8-org_jatha_LispJ8/src/LispValueNotAHashtableException.java
org.jatha.exception.LispValueNotACharacterException#$@$#LispValueNotACharacterException(java.lang.String)#$@$#s#$@$#PARAMETER	org.jatha.exception.LispValueNotACharacterException	LispValueNotACharacterException(java.lang.String)	s	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url29ae058134_yuriy_chumak_jatha_tgz-pJ8-org_jatha_LispJ8/src/LispValueNotACharacterException.java
org.jatha.exception.LispValueNotASequenceException#$@$#LispValueNotASequenceException(java.lang.String)#$@$#s#$@$#PARAMETER	org.jatha.exception.LispValueNotASequenceException	LispValueNotASequenceException(java.lang.String)	s	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url29ae058134_yuriy_chumak_jatha_tgz-pJ8-org_jatha_LispJ8/src/LispValueNotASequenceException.java
org.jatha.exception.LispUnboundVariableException#$@$#LispUnboundVariableException(java.lang.String)#$@$#s#$@$#PARAMETER	org.jatha.exception.LispUnboundVariableException	LispUnboundVariableException(java.lang.String)	s	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url29ae058134_yuriy_chumak_jatha_tgz-pJ8-org_jatha_LispJ8/src/LispUnboundVariableException.java
org.jatha.exception.LispUndefinedFunctionException#$@$#LispUndefinedFunctionException(java.lang.String)#$@$#s#$@$#PARAMETER	org.jatha.exception.LispUndefinedFunctionException	LispUndefinedFunctionException(java.lang.String)	s	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url29ae058134_yuriy_chumak_jatha_tgz-pJ8-org_jatha_LispJ8/src/LispUndefinedFunctionException.java
org.jatha.exception.LispValueNotASymbolException#$@$#LispValueNotASymbolException(java.lang.String)#$@$#s#$@$#PARAMETER	org.jatha.exception.LispValueNotASymbolException	LispValueNotASymbolException(java.lang.String)	s	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url29ae058134_yuriy_chumak_jatha_tgz-pJ8-org_jatha_LispJ8/src/LispValueNotASymbolException.java
org.jatha.exception.LispValueNotASymbolException#$@$#LispValueNotASymbolException(org.jatha.dynatype.LispValue)#$@$#v.toString#$@$#METHOD	org.jatha.dynatype.LispValue	toString()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url29ae058134_yuriy_chumak_jatha_tgz-pJ8-org_jatha_LispJ8/src/org/jatha/dynatype/LispValue.java
org.jatha.exception.LispValueNotASymbolException#$@$#LispValueNotASymbolException(org.jatha.dynatype.LispValue)#$@$#v#$@$#PARAMETER	org.jatha.exception.LispValueNotASymbolException	LispValueNotASymbolException(org.jatha.dynatype.LispValue)	v	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url29ae058134_yuriy_chumak_jatha_tgz-pJ8-org_jatha_LispJ8/src/LispValueNotASymbolException.java
org.jatha.LispProcessor#$@$#car(org.jatha.dynatype.LispValue)#$@$#((LispList)arg).car#$@$#METHOD	org.jatha.dynatype.LispList	car()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url29ae058134_yuriy_chumak_jatha_tgz-pJ8-org_jatha_LispJ8/src/org/jatha/dynatype/LispList.java
