enc_class	enc_method	exp	kind	class	method	param	index	uri
lib.json.XML#$@$#escape(java.lang.String)#$@$#string.length#$@$#METHOD	java.lang.String	length()	null	null	null
lib.json.XML#$@$#escape(java.lang.String)#$@$#string#$@$#PARAMETER	lib.json.XML	escape(java.lang.String)	string	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/XML.java
lib.json.XML#$@$#escape(java.lang.String)#$@$#string.charAt#$@$#METHOD	java.lang.String	charAt(int)	null	null	null
lib.json.XML#$@$#escape(java.lang.String)#$@$#string#$@$#PARAMETER	lib.json.XML	escape(java.lang.String)	string	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/XML.java
lib.json.XML#$@$#escape(java.lang.String)#$@$#sb.append#$@$#METHOD	java.lang.StringBuffer	append(java.lang.String)	null	null	null
lib.json.XML#$@$#escape(java.lang.String)#$@$#sb.append#$@$#METHOD	java.lang.StringBuffer	append(java.lang.String)	null	null	null
lib.json.XML#$@$#escape(java.lang.String)#$@$#sb.append#$@$#METHOD	java.lang.StringBuffer	append(java.lang.String)	null	null	null
lib.json.XML#$@$#escape(java.lang.String)#$@$#sb.append#$@$#METHOD	java.lang.StringBuffer	append(java.lang.String)	null	null	null
lib.json.XML#$@$#escape(java.lang.String)#$@$#sb.append#$@$#METHOD	java.lang.StringBuffer	append(char)	null	null	null
lib.json.XML#$@$#escape(java.lang.String)#$@$#sb.toString#$@$#METHOD	java.lang.StringBuffer	toString()	null	null	null
lib.json.XML#$@$#noSpace(java.lang.String)#$@$#string.length#$@$#METHOD	java.lang.String	length()	null	null	null
lib.json.XML#$@$#noSpace(java.lang.String)#$@$#string#$@$#PARAMETER	lib.json.XML	noSpace(java.lang.String)	string	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/XML.java
lib.json.XML#$@$#noSpace(java.lang.String)#$@$#Character.isWhitespace#$@$#METHOD	java.lang.Character	isWhitespace(char)	null	null	null
lib.json.XML#$@$#noSpace(java.lang.String)#$@$#string.charAt#$@$#METHOD	java.lang.String	charAt(int)	null	null	null
lib.json.XML#$@$#noSpace(java.lang.String)#$@$#string#$@$#PARAMETER	lib.json.XML	noSpace(java.lang.String)	string	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/XML.java
lib.json.XML#$@$#noSpace(java.lang.String)#$@$#string#$@$#PARAMETER	lib.json.XML	noSpace(java.lang.String)	string	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/XML.java
lib.json.XML#$@$#parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)#$@$#x.nextToken#$@$#METHOD	lib.json.XMLTokener	nextToken()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/XMLTokener.java
lib.json.XML#$@$#parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)#$@$#x#$@$#PARAMETER	lib.json.XML	parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)	x	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/XML.java
lib.json.XML#$@$#parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)#$@$#lib.json.XML.BANG#$@$#FIELD	lib.json.XML	null	BANG	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/XML.java
lib.json.XML#$@$#parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)#$@$#x.next#$@$#METHOD	lib.json.JSONTokener	next()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/JSONTokener.java
lib.json.XML#$@$#parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)#$@$#x#$@$#PARAMETER	lib.json.XML	parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)	x	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/XML.java
lib.json.XML#$@$#parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)#$@$#x.next#$@$#METHOD	lib.json.JSONTokener	next()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/JSONTokener.java
lib.json.XML#$@$#parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)#$@$#x#$@$#PARAMETER	lib.json.XML	parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)	x	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/XML.java
lib.json.XML#$@$#parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)#$@$#x.skipPast#$@$#METHOD	lib.json.XMLTokener	skipPast(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/XMLTokener.java
lib.json.XML#$@$#parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)#$@$#x#$@$#PARAMETER	lib.json.XML	parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)	x	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/XML.java
lib.json.XML#$@$#parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)#$@$#x.back#$@$#METHOD	lib.json.JSONTokener	back()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/JSONTokener.java
lib.json.XML#$@$#parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)#$@$#x#$@$#PARAMETER	lib.json.XML	parse(lib.json.XMLTokener,lib.json.JSONObject,java.lang.String)	x	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/XML.java
