message_type	message	enc_class	enc_member	offset	path	target_kind	target_class	target_method	target_param	target_index	target_path
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.google.cloud.tools.jib.image.json.BuildableManifestTemplate$ContentDescriptorTemplate	getDigest()	2052	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/image/json/BuildableManifestTemplate.java	METHOD	com.google.cloud.tools.jib.image.json.BuildableManifestTemplate$ContentDescriptorTemplate	getDigest()	null	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/image/json/BuildableManifestTemplate.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.google.cloud.tools.jib.registry.json.ErrorEntryTemplate	getCode()	1226	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/registry/json/ErrorEntryTemplate.java	METHOD	com.google.cloud.tools.jib.registry.json.ErrorEntryTemplate	getCode()	null	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/registry/json/ErrorEntryTemplate.java
DEREFERENCE_NULLABLE	dereferenced expression ex.getMessage() is @Nullable	com.google.cloud.tools.jib.registry.credentials.DockerCredentialHelper	retrieve()	4501	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/registry/credentials/DockerCredentialHelper.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression credentials.get(registry) is @Nullable	com.google.cloud.tools.jib.registry.credentials.RegistryCredentials	getAuthorization(java.lang.String)	4807	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/registry/credentials/RegistryCredentials.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression credentials.get(registry) is @Nullable	com.google.cloud.tools.jib.registry.credentials.RegistryCredentials	getCredentialSource(java.lang.String)	5139	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/registry/credentials/RegistryCredentials.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	enhanced-for expression containerConfigurationTemplate.getContainerEnvironment() is @Nullable	com.google.cloud.tools.jib.image.json.JsonToImageTranslator	toImage(com.google.cloud.tools.jib.image.json.BuildableManifestTemplate,com.google.cloud.tools.jib.image.json.ContainerConfigurationTemplate)	3187	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/image/json/JsonToImageTranslator.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression sourceFile.getParent() is @Nullable	com.google.cloud.tools.jib.image.LayerBuilder	build()	2714	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/image/LayerBuilder.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields baseImageReference (line 36), targetImageReference (line 37) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.google.cloud.tools.jib.builder.BuildConfiguration$Builder	Builder(com.google.cloud.tools.jib.builder.BuildLogger)	1878	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/builder/BuildConfiguration.java	null	null	null	null	null	null
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.google.cloud.tools.jib.cache.CachedLayerWithMetadata	getMetadata()	1154	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/cache/CachedLayerWithMetadata.java	METHOD	com.google.cloud.tools.jib.cache.CachedLayerWithMetadata	getMetadata()	null	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/cache/CachedLayerWithMetadata.java
DEREFERENCE_NULLABLE	dereferenced expression manifestTemplate is @Nullable	com.google.cloud.tools.jib.builder.PullBaseImageStep	call()	2954	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/builder/PullBaseImageStep.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression v22ManifestTemplate.getContainerConfiguration() is @Nullable	com.google.cloud.tools.jib.builder.PullBaseImageStep	call()	3427	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/builder/PullBaseImageStep.java	null	null	null	null	null	null
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.google.cloud.tools.jib.cache.json.CacheMetadataLayerObjectTemplate	getDigest()	1728	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/cache/json/CacheMetadataLayerObjectTemplate.java	METHOD	com.google.cloud.tools.jib.cache.json.CacheMetadataLayerObjectTemplate	getDigest()	null	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/jib-ann-pre/src/src/main/java/com/google/cloud/tools/jib/cache/json/CacheMetadataLayerObjectTemplate.java
