class	path
de.zuellich.meal_planner.MealPlanner	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/mealplanner-ann-pre/src/src/main/java/de/zuellich/meal_planner/MealPlanner.java
de.zuellich.meal_planner.exception.RecipeParseException	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/mealplanner-ann-pre/src/src/main/java/de/zuellich/meal_planner/exception/RecipeParseException.java
de.zuellich.meal_planner.controller.PinterestExplorer	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/mealplanner-ann-pre/src/src/main/java/de/zuellich/meal_planner/controller/PinterestExplorer.java
de.zuellich.meal_planner.pinterest.services.IBoardService	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/mealplanner-ann-pre/src/src/main/java/de/zuellich/meal_planner/pinterest/services/IBoardService.java
de.zuellich.meal_planner.algorithms.RecipeService	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/mealplanner-ann-pre/src/src/main/java/de/zuellich/meal_planner/algorithms/RecipeService.java
de.zuellich.meal_planner.pinterest.datatypes.Board	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/mealplanner-ann-pre/src/src/main/java/de/zuellich/meal_planner/pinterest/datatypes/Board.java
de.zuellich.meal_planner.pinterest.datatypes.BoardListing	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/mealplanner-ann-pre/src/src/main/java/de/zuellich/meal_planner/pinterest/datatypes/BoardListing.java
de.zuellich.meal_planner.datatypes.Recipe	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/mealplanner-ann-pre/src/src/main/java/de/zuellich/meal_planner/datatypes/Recipe.java
de.zuellich.meal_planner.datatypes.Ingredient	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/mealplanner-ann-pre/src/src/main/java/de/zuellich/meal_planner/datatypes/Ingredient.java
de.zuellich.meal_planner.datatypes.IngredientUnit	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/mealplanner-ann-pre/src/src/main/java/de/zuellich/meal_planner/datatypes/IngredientUnit.java
