kind	class	method	param	index	uri	reason	annotation	rootClass	rootMethod
METHOD	butterknife.compiler.FieldTypefaceBinding$TypefaceStyles	fromValue(int)	null	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/FieldTypefaceBinding.java	RETURN_NULLABLE	nullable	butterknife.compiler.FieldTypefaceBinding$TypefaceStyles	fromValue(int)
FIELD	butterknife.compiler.ButterKnifeProcessor	null	trees	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	METHOD_NO_INIT	nullable	butterknife.compiler.ButterKnifeProcessor	null
PARAMETER	butterknife.compiler.ButterKnifeProcessor	error(javax.lang.model.element.Element,java.lang.String,java.lang.Object[])	args	2	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	process(java.util.Set,javax.annotation.processing.RoundEnvironment)
PARAMETER	butterknife.compiler.ButterKnifeProcessor	getOrCreateBindingBuilder(java.util.Map,javax.lang.model.element.TypeElement)	enclosingElement	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseBindViews(javax.lang.model.element.Element,java.util.Map,java.util.Set)
PARAMETER	butterknife.compiler.ButterKnifeProcessor	getOrCreateBindingBuilder(java.util.Map,javax.lang.model.element.TypeElement)	enclosingElement	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseResourceAnimation(javax.lang.model.element.Element,java.util.Map,java.util.Set)
PARAMETER	butterknife.compiler.ButterKnifeProcessor	getOrCreateBindingBuilder(java.util.Map,javax.lang.model.element.TypeElement)	enclosingElement	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseResourceBool(javax.lang.model.element.Element,java.util.Map,java.util.Set)
PARAMETER	butterknife.compiler.ButterKnifeProcessor	getOrCreateBindingBuilder(java.util.Map,javax.lang.model.element.TypeElement)	enclosingElement	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseResourceColor(javax.lang.model.element.Element,java.util.Map,java.util.Set)
PARAMETER	butterknife.compiler.ButterKnifeProcessor	getOrCreateBindingBuilder(java.util.Map,javax.lang.model.element.TypeElement)	enclosingElement	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseResourceDimen(javax.lang.model.element.Element,java.util.Map,java.util.Set)
PARAMETER	butterknife.compiler.ButterKnifeProcessor	getOrCreateBindingBuilder(java.util.Map,javax.lang.model.element.TypeElement)	enclosingElement	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseResourceBitmap(javax.lang.model.element.Element,java.util.Map,java.util.Set)
PARAMETER	butterknife.compiler.ButterKnifeProcessor	getOrCreateBindingBuilder(java.util.Map,javax.lang.model.element.TypeElement)	enclosingElement	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseResourceDrawable(javax.lang.model.element.Element,java.util.Map,java.util.Set)
PARAMETER	butterknife.compiler.FieldDrawableBinding	FieldDrawableBinding(butterknife.compiler.Id,java.lang.String,butterknife.compiler.Id,boolean)	id	0	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/FieldDrawableBinding.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseResourceDrawable(javax.lang.model.element.Element,java.util.Map,java.util.Set)
PARAMETER	butterknife.compiler.FieldDrawableBinding	FieldDrawableBinding(butterknife.compiler.Id,java.lang.String,butterknife.compiler.Id,boolean)	tintAttributeId	2	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/FieldDrawableBinding.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseResourceDrawable(javax.lang.model.element.Element,java.util.Map,java.util.Set)
PARAMETER	butterknife.compiler.ButterKnifeProcessor	getOrCreateBindingBuilder(java.util.Map,javax.lang.model.element.TypeElement)	enclosingElement	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseResourceFloat(javax.lang.model.element.Element,java.util.Map,java.util.Set)
PARAMETER	butterknife.compiler.ButterKnifeProcessor	getOrCreateBindingBuilder(java.util.Map,javax.lang.model.element.TypeElement)	enclosingElement	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseResourceFont(javax.lang.model.element.Element,java.util.Map,java.util.Set)
PARAMETER	butterknife.compiler.ButterKnifeProcessor	getOrCreateBindingBuilder(java.util.Map,javax.lang.model.element.TypeElement)	enclosingElement	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseResourceInt(javax.lang.model.element.Element,java.util.Map,java.util.Set)
PARAMETER	butterknife.compiler.ButterKnifeProcessor	getOrCreateBindingBuilder(java.util.Map,javax.lang.model.element.TypeElement)	enclosingElement	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseResourceString(javax.lang.model.element.Element,java.util.Map,java.util.Set)
PARAMETER	butterknife.compiler.ButterKnifeProcessor	getOrCreateBindingBuilder(java.util.Map,javax.lang.model.element.TypeElement)	enclosingElement	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	PASS_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	parseResourceArray(javax.lang.model.element.Element,java.util.Map,java.util.Set)
METHOD	butterknife.compiler.ButterKnifeProcessor	getArrayResourceMethodName(javax.lang.model.element.Element)	null	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-ngt-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java	RETURN_NULLABLE	nullable	butterknife.compiler.ButterKnifeProcessor	getArrayResourceMethodName(javax.lang.model.element.Element)
