REGION_CLASS	REGION_MEMBER	USED_MEMBER	USED_CLASS	SOURCE_TYPE
butterknife.compiler.FieldResourceBinding$Type	BITMAP	Type(butterknife.compiler.FieldResourceBinding.ResourceMethod[])	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	BITMAP	ResourceMethod(com.squareup.javapoet.ClassName,java.lang.String,boolean,int)	butterknife.compiler.FieldResourceBinding$ResourceMethod	SOURCE
butterknife.compiler.FieldResourceBinding$Type	BOOL	Type(java.lang.String)	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	COLOR	Type(butterknife.compiler.FieldResourceBinding.ResourceMethod[])	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	COLOR	ResourceMethod(com.squareup.javapoet.ClassName,java.lang.String,boolean,int)	butterknife.compiler.FieldResourceBinding$ResourceMethod	SOURCE
butterknife.compiler.FieldResourceBinding$Type	COLOR	ResourceMethod(com.squareup.javapoet.ClassName,java.lang.String,boolean,int)	butterknife.compiler.FieldResourceBinding$ResourceMethod	SOURCE
butterknife.compiler.FieldResourceBinding$Type	COLOR_ANDROIDX	Type(butterknife.compiler.FieldResourceBinding.ResourceMethod[])	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	COLOR_ANDROIDX	ResourceMethod(com.squareup.javapoet.ClassName,java.lang.String,boolean,int)	butterknife.compiler.FieldResourceBinding$ResourceMethod	SOURCE
butterknife.compiler.FieldResourceBinding$Type	COLOR_ANDROIDX	ResourceMethod(com.squareup.javapoet.ClassName,java.lang.String,boolean,int)	butterknife.compiler.FieldResourceBinding$ResourceMethod	SOURCE
butterknife.compiler.FieldResourceBinding$Type	COLOR_STATE_LIST	Type(butterknife.compiler.FieldResourceBinding.ResourceMethod[])	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	COLOR_STATE_LIST	ResourceMethod(com.squareup.javapoet.ClassName,java.lang.String,boolean,int)	butterknife.compiler.FieldResourceBinding$ResourceMethod	SOURCE
butterknife.compiler.FieldResourceBinding$Type	COLOR_STATE_LIST	ResourceMethod(com.squareup.javapoet.ClassName,java.lang.String,boolean,int)	butterknife.compiler.FieldResourceBinding$ResourceMethod	SOURCE
butterknife.compiler.FieldResourceBinding$Type	COLOR_STATE_LIST_ANDROIDX	Type(butterknife.compiler.FieldResourceBinding.ResourceMethod[])	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	COLOR_STATE_LIST_ANDROIDX	ResourceMethod(com.squareup.javapoet.ClassName,java.lang.String,boolean,int)	butterknife.compiler.FieldResourceBinding$ResourceMethod	SOURCE
butterknife.compiler.FieldResourceBinding$Type	COLOR_STATE_LIST_ANDROIDX	ResourceMethod(com.squareup.javapoet.ClassName,java.lang.String,boolean,int)	butterknife.compiler.FieldResourceBinding$ResourceMethod	SOURCE
butterknife.compiler.FieldResourceBinding$Type	DIMEN_AS_INT	Type(java.lang.String)	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	DIMEN_AS_FLOAT	Type(java.lang.String)	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	FLOAT	Type(butterknife.compiler.FieldResourceBinding.ResourceMethod[])	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	FLOAT	ResourceMethod(com.squareup.javapoet.ClassName,java.lang.String,boolean,int)	butterknife.compiler.FieldResourceBinding$ResourceMethod	SOURCE
butterknife.compiler.FieldResourceBinding$Type	INT	Type(java.lang.String)	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	INT_ARRAY	Type(java.lang.String)	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	STRING	Type(java.lang.String)	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	STRING_ARRAY	Type(java.lang.String)	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	TEXT_ARRAY	Type(java.lang.String)	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	TYPED_ARRAY	Type(java.lang.String)	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding$Type	Type(butterknife.compiler.FieldResourceBinding.ResourceMethod[])	Enum(java.lang.String,int)	java.lang.Enum	SOURCE
butterknife.compiler.FieldResourceBinding$Type	Type(butterknife.compiler.FieldResourceBinding.ResourceMethod[])	ArrayList(int)	java.util.ArrayList	SOURCE
butterknife.compiler.FieldResourceBinding$Type	Type(butterknife.compiler.FieldResourceBinding.ResourceMethod[])	addAll(java.util.Collection,T[])	java.util.Collections	SOURCE
butterknife.compiler.FieldResourceBinding$Type	Type(butterknife.compiler.FieldResourceBinding.ResourceMethod[])	sort(java.util.List)	java.util.Collections	SOURCE
butterknife.compiler.FieldResourceBinding$Type	Type(butterknife.compiler.FieldResourceBinding.ResourceMethod[])	reverse(java.util.List)	java.util.Collections	SOURCE
butterknife.compiler.FieldResourceBinding$Type	Type(butterknife.compiler.FieldResourceBinding.ResourceMethod[])	unmodifiableList(java.util.List)	java.util.Collections	SOURCE
butterknife.compiler.FieldResourceBinding$Type	Type(java.lang.String)	Enum(java.lang.String,int)	java.lang.Enum	SOURCE
butterknife.compiler.FieldResourceBinding$Type	Type(java.lang.String)	singletonList(T)	java.util.Collections	SOURCE
butterknife.compiler.FieldResourceBinding$Type	Type(java.lang.String)	ResourceMethod(com.squareup.javapoet.ClassName,java.lang.String,boolean,int)	butterknife.compiler.FieldResourceBinding$ResourceMethod	SOURCE
butterknife.compiler.FieldResourceBinding$Type	methodForSdk(int)	AssertionError()	java.lang.AssertionError	SOURCE
butterknife.compiler.FieldResourceBinding$ResourceMethod	ResourceMethod(com.squareup.javapoet.ClassName,java.lang.String,boolean,int)	Object()	java.lang.Object	SOURCE
butterknife.compiler.FieldResourceBinding$ResourceMethod	compareTo(butterknife.compiler.FieldResourceBinding.ResourceMethod)	compare(int,int)	java.lang.Integer	SOURCE
butterknife.compiler.FieldResourceBinding	FieldResourceBinding(butterknife.compiler.Id,java.lang.String,butterknife.compiler.FieldResourceBinding.Type)	Object()	java.lang.Object	SOURCE
butterknife.compiler.FieldResourceBinding	requiresResources(int)	methodForSdk(int)	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding	render(int)	methodForSdk(int)	butterknife.compiler.FieldResourceBinding$Type	SOURCE
butterknife.compiler.FieldResourceBinding	render(int)	of(java.lang.String,java.lang.Object[])	com.squareup.javapoet.CodeBlock	SOURCE
