kind	class	method	param	index	uri	reason	annotation	rootClass	rootMethod
PARAMETER	com.namelessmc.java_api.NamelessUser	NamelessUser(com.namelessmc.java_api.NamelessAPI,int,java.lang.String,boolean,java.util.UUID,boolean,long)	username	2	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/NamelessUser.java	PASS_NULLABLE	nullable	com.namelessmc.java_api.NamelessAPI	getUserLazy(int)
PARAMETER	com.namelessmc.java_api.NamelessUser	NamelessUser(com.namelessmc.java_api.NamelessAPI,int,java.lang.String,boolean,java.util.UUID,boolean,long)	uuid	4	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/NamelessUser.java	PASS_NULLABLE	nullable	com.namelessmc.java_api.NamelessAPI	getUserLazy(int)
PARAMETER	com.namelessmc.java_api.NamelessUser	NamelessUser(com.namelessmc.java_api.NamelessAPI,int,java.lang.String,boolean,java.util.UUID,boolean,long)	uuid	4	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/NamelessUser.java	PASS_NULLABLE	nullable	com.namelessmc.java_api.NamelessAPI	getUserLazy(java.lang.String)
PARAMETER	com.namelessmc.java_api.NamelessUser	NamelessUser(com.namelessmc.java_api.NamelessAPI,int,java.lang.String,boolean,java.util.UUID,boolean,long)	username	2	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/NamelessUser.java	PASS_NULLABLE	nullable	com.namelessmc.java_api.NamelessAPI	getUserLazy(java.util.UUID)
PARAMETER	com.namelessmc.java_api.NamelessUser	NamelessUser(com.namelessmc.java_api.NamelessAPI,int,java.lang.String,boolean,java.util.UUID,boolean,long)	username	2	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/NamelessUser.java	PASS_NULLABLE	nullable	com.namelessmc.java_api.NamelessAPI	getUserLazyDiscord(long)
PARAMETER	com.namelessmc.java_api.NamelessUser	NamelessUser(com.namelessmc.java_api.NamelessAPI,int,java.lang.String,boolean,java.util.UUID,boolean,long)	uuid	4	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/NamelessUser.java	PASS_NULLABLE	nullable	com.namelessmc.java_api.NamelessAPI	getUserLazyDiscord(long)
PARAMETER	com.namelessmc.java_api.RequestHandler	makeConnection(java.lang.String,com.google.gson.JsonObject)	postBody	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/RequestHandler.java	PASS_NULLABLE	nullable	com.namelessmc.java_api.RequestHandler	get(java.lang.String,java.lang.Object[])
PARAMETER	com.namelessmc.java_api.ApiError	ApiError(int,java.lang.String)	meta	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/ApiError.java	PASS_NULLABLE	nullable	com.namelessmc.java_api.RequestHandler	makeConnection(java.lang.String,com.google.gson.JsonObject)
FIELD	com.namelessmc.java_api.NamelessUser	null	_cachedUserInfo	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/NamelessUser.java	METHOD_NO_INIT	nullable	com.namelessmc.java_api.NamelessUser	null
FIELD	com.namelessmc.java_api.NamelessUser	null	_cachedIntegrationData	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/NamelessUser.java	METHOD_NO_INIT	nullable	com.namelessmc.java_api.NamelessUser	null
FIELD	com.namelessmc.java_api.NamelessUser	null	_cachedUserInfo	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/NamelessUser.java	ASSIGN_FIELD_NULLABLE	nullable	com.namelessmc.java_api.NamelessUser	invalidateCache()
FIELD	com.namelessmc.java_api.NamelessUser	null	_cachedIntegrationData	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/NamelessUser.java	ASSIGN_FIELD_NULLABLE	nullable	com.namelessmc.java_api.NamelessUser	invalidateCache()
FIELD	com.namelessmc.java_api.NamelessUser	null	uuid	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/NamelessUser.java	ASSIGN_FIELD_NULLABLE	nullable	com.namelessmc.java_api.NamelessUser	invalidateCache()
FIELD	com.namelessmc.java_api.NamelessUser	null	uuid	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/NamelessUser.java	ASSIGN_FIELD_NULLABLE	nullable	com.namelessmc.java_api.NamelessUser	getMinecraftUuid()
FIELD	com.namelessmc.java_api.Website	null	update	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/Website.java	ASSIGN_FIELD_NULLABLE	nullable	com.namelessmc.java_api.Website	Website(com.google.gson.JsonObject)
FIELD	com.namelessmc.java_api.Website	null	update	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/Website.java	ASSIGN_FIELD_NULLABLE	nullable	com.namelessmc.java_api.Website	Website(com.google.gson.JsonObject)
PARAMETER	com.namelessmc.java_api.NamelessUser	NamelessUser(com.namelessmc.java_api.NamelessAPI,int,java.lang.String,boolean,java.util.UUID,boolean,long)	uuid	4	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/NamelessUser.java	PASS_NULLABLE	nullable	com.namelessmc.java_api.FilteredUserListBuilder	makeRequest()
PARAMETER	com.namelessmc.java_api.RequestHandler	RequestHandler(java.net.URL,com.github.mizosoft.methanol.Methanol,com.google.gson.Gson,com.namelessmc.java_api.logger.ApiLogger,int)	debugLogger	3	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/RequestHandler.java	PASS_NULLABLE	nullable	com.namelessmc.java_api.NamelessApiBuilder	build()
PARAMETER	com.namelessmc.java_api.logger.PrintStreamLogger	log(java.lang.String)	string	0	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/logger/PrintStreamLogger.java	WRONG_OVERRIDE_PARAM	nullable	com.namelessmc.java_api.logger.PrintStreamLogger	log(java.lang.String)
PARAMETER	com.namelessmc.java_api.logger.Slf4jLogger	log(java.lang.String)	string	0	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/logger/Slf4jLogger.java	WRONG_OVERRIDE_PARAM	nullable	com.namelessmc.java_api.logger.Slf4jLogger	log(java.lang.String)
PARAMETER	com.namelessmc.java_api.logger.JavaLoggerLogger	log(java.lang.String)	string	0	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/nameless-ngt-post/src/src/main/java/com/namelessmc/java_api/logger/JavaLoggerLogger.java	WRONG_OVERRIDE_PARAM	nullable	com.namelessmc.java_api.logger.JavaLoggerLogger	log(java.lang.String)
