kind	class	method	param	index	uri	reason	annotation	rootClass	rootMethod
METHOD	com.leinardi.android.speeddial.UiUtils	getBitmapFromDrawable(android.graphics.drawable.Drawable)	null	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/UiUtils.java	RETURN_NULLABLE	nullable	com.leinardi.android.speeddial.UiUtils	getBitmapFromDrawable(android.graphics.drawable.Drawable)
METHOD	com.leinardi.android.speeddial.UiUtils	getDrawableFromBitmap(android.graphics.Bitmap)	null	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/UiUtils.java	RETURN_NULLABLE	nullable	com.leinardi.android.speeddial.UiUtils	getDrawableFromBitmap(android.graphics.Bitmap)
METHOD	com.leinardi.android.speeddial.SpeedDialActionItem	getFabImageDrawable(android.content.Context)	null	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialActionItem.java	RETURN_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialActionItem	getFabImageDrawable(android.content.Context)
FIELD	com.leinardi.android.speeddial.SpeedDialActionItem$Builder	null	mLabel	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialActionItem.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.SpeedDialActionItem$Builder	null
FIELD	com.leinardi.android.speeddial.SpeedDialActionItem$Builder	null	mLabel	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialActionItem.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.SpeedDialActionItem$Builder	null
PARAMETER	com.leinardi.android.speeddial.UiUtils	getBitmapFromDrawable(android.graphics.drawable.Drawable)	drawable	0	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/UiUtils.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialActionItem	writeToParcel(android.os.Parcel,int)
PARAMETER	com.leinardi.android.speeddial.SpeedDialView$1	onActionSelected(com.leinardi.android.speeddial.SpeedDialActionItem)	actionItem	0	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	WRONG_OVERRIDE_PARAM	nullable	com.leinardi.android.speeddial.SpeedDialView$1	onActionSelected(com.leinardi.android.speeddial.SpeedDialActionItem)
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	init(android.content.Context,android.util.AttributeSet)	attrs	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	SpeedDialView(android.content.Context)
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	show(android.support.design.widget.FloatingActionButton.OnVisibilityChangedListener)	listener	0	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	show()
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	hide(android.support.design.widget.FloatingActionButton.OnVisibilityChangedListener)	listener	0	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	hide()
METHOD	com.leinardi.android.speeddial.SpeedDialView	getOverlayLayout()	null	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	RETURN_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	getOverlayLayout()
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView)	view	0	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	removeActionItemById(int)
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView,java.util.Iterator,boolean)	view	0	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	replaceActionItem(com.leinardi.android.speeddial.SpeedDialActionItem,com.leinardi.android.speeddial.SpeedDialActionItem)
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView,java.util.Iterator,boolean)	it	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	replaceActionItem(com.leinardi.android.speeddial.SpeedDialActionItem,com.leinardi.android.speeddial.SpeedDialActionItem)
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView,java.util.Iterator,boolean)	view	0	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	replaceActionItem(com.leinardi.android.speeddial.SpeedDialActionItem,com.leinardi.android.speeddial.SpeedDialActionItem)
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView,java.util.Iterator,boolean)	it	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	replaceActionItem(com.leinardi.android.speeddial.SpeedDialActionItem,com.leinardi.android.speeddial.SpeedDialActionItem)
METHOD	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView,java.util.Iterator,boolean)	null	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	RETURN_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView,java.util.Iterator,boolean)
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView,java.util.Iterator,boolean)	it	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView)
PARAMETER	com.leinardi.android.speeddial.FabWithLabelView	FabWithLabelView(android.content.Context,android.util.AttributeSet,int)	attrs	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/FabWithLabelView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	createNewFabWithLabelView(com.leinardi.android.speeddial.SpeedDialActionItem)
FIELD	com.leinardi.android.speeddial.SpeedDialView$SnackbarBehavior	null	mInternalAutoHideListener	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.SpeedDialView$SnackbarBehavior	null
FIELD	com.leinardi.android.speeddial.SpeedDialView$SnackbarBehavior	null	mInternalAutoHideListener	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.SpeedDialView$SnackbarBehavior	null
FIELD	com.leinardi.android.speeddial.FabWithLabelView	null	mSpeedDialActionItem	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/FabWithLabelView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.FabWithLabelView	null
FIELD	com.leinardi.android.speeddial.FabWithLabelView	null	mSpeedDialActionItem	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/FabWithLabelView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.FabWithLabelView	null
FIELD	com.leinardi.android.speeddial.FabWithLabelView	null	mSpeedDialActionItem	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/FabWithLabelView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.FabWithLabelView	null
PARAMETER	com.leinardi.android.speeddial.FabWithLabelView	init(android.content.Context,android.util.AttributeSet)	attrs	1	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/FabWithLabelView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.FabWithLabelView	FabWithLabelView(android.content.Context)
FIELD	com.leinardi.android.speeddial.SpeedDialOverlayLayout	null	mClickListener	null	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/floating-ngt-post/src/library/src/main/java/com/leinardi/android/speeddial/SpeedDialOverlayLayout.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.SpeedDialOverlayLayout	null
