REGION_CLASS	REGION_MEMBER	USED_MEMBER	USED_CLASS	SOURCE_TYPE
org.spacious_team.table_wrapper.csv.CsvReportPage	CsvReportPage(java.nio.file.Path)	CsvReportPage(java.io.InputStream,java.nio.charset.Charset,com.univocity.parsers.csv.CsvParserSettings)	org.spacious_team.table_wrapper.csv.CsvReportPage	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	CsvReportPage(java.nio.file.Path)	newInputStream(java.nio.file.Path,java.nio.file.OpenOption[])	java.nio.file.Files	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	CsvReportPage(java.nio.file.Path)	getDefaultCsvParserSettings()	org.spacious_team.table_wrapper.csv.CsvReportPage	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	CsvReportPage(java.io.InputStream,java.nio.charset.Charset,com.univocity.parsers.csv.CsvParserSettings)	AbstractReportPage()	org.spacious_team.table_wrapper.api.AbstractReportPage	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	CsvReportPage(java.io.InputStream,java.nio.charset.Charset,com.univocity.parsers.csv.CsvParserSettings)	InputStreamReader(java.io.InputStream,java.nio.charset.Charset)	java.io.InputStreamReader	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	CsvReportPage(java.io.InputStream,java.nio.charset.Charset,com.univocity.parsers.csv.CsvParserSettings)	CsvParser(com.univocity.parsers.csv.CsvParserSettings)	com.univocity.parsers.csv.CsvParser	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	CsvReportPage(java.io.InputStream,java.nio.charset.Charset,com.univocity.parsers.csv.CsvParserSettings)	toArray(T[])	java.util.List	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	CsvReportPage(java.io.InputStream,java.nio.charset.Charset,com.univocity.parsers.csv.CsvParserSettings)	parseAll(java.io.Reader)	com.univocity.parsers.common.AbstractParser	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	CsvReportPage(Array[])	AbstractReportPage()	org.spacious_team.table_wrapper.api.AbstractReportPage	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	getDefaultCsvParserSettings()	CsvParserSettings()	com.univocity.parsers.csv.CsvParserSettings	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	getDefaultCsvParserSettings()	detectFormatAutomatically()	com.univocity.parsers.csv.CsvParserSettings	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	find(java.lang.Object,int,int,int,int)	find(Array[],java.lang.Object,int,int,int,int)	org.spacious_team.table_wrapper.csv.CsvTableHelper	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	find(int,int,int,int,java.util.function.Predicate)	find(Array[],int,int,int,int,java.util.function.Predicate)	org.spacious_team.table_wrapper.csv.CsvTableHelper	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	find(int,int,int,int,java.util.function.Predicate)	test(T)	java.util.function.Predicate	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	find(int,int,int,int,java.util.function.Predicate)	test(T)	java.util.function.Predicate	SOURCE
org.spacious_team.table_wrapper.csv.CsvReportPage	getRow(int)	CsvTableRow(java.lang.String[],int)	org.spacious_team.table_wrapper.csv.CsvTableRow	SOURCE
org.spacious_team.table_wrapper.csv.CsvTableHelper	find(Array[],java.lang.Object,int,int,int,int)	find(Array[],int,int,int,int,java.util.function.Predicate)	org.spacious_team.table_wrapper.csv.CsvTableHelper	SOURCE
