class	path
com.namelessmc.java_api.CustomProfileFieldType	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/CustomProfileFieldType.java
com.namelessmc.java_api.NamelessVersion	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/NamelessVersion.java
com.namelessmc.java_api.exception.UnknownNamelessVersionException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/UnknownNamelessVersionException.java
com.namelessmc.java_api.UserNotExistException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/UserNotExistException.java
com.namelessmc.java_api.NamelessException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/NamelessException.java
com.namelessmc.java_api.Announcement	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/Announcement.java
com.namelessmc.java_api.LanguageEntity	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/LanguageEntity.java
com.namelessmc.java_api.exception.InvalidUsernameException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/InvalidUsernameException.java
com.namelessmc.java_api.exception.ApiErrorException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/ApiErrorException.java
com.namelessmc.java_api.exception.InvalidEmailAddressException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/InvalidEmailAddressException.java
com.namelessmc.java_api.exception.AlreadyHasOpenReportException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/AlreadyHasOpenReportException.java
com.namelessmc.java_api.exception.InvalidValidateCodeException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/InvalidValidateCodeException.java
com.namelessmc.java_api.exception.ReportUserBannedException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/ReportUserBannedException.java
com.namelessmc.java_api.exception.IntegrationUsernameAlreadyExistsException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/IntegrationUsernameAlreadyExistsException.java
com.namelessmc.java_api.exception.ApiDisabledException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/ApiDisabledException.java
com.namelessmc.java_api.exception.AccountAlreadyActivatedException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/AccountAlreadyActivatedException.java
com.namelessmc.java_api.exception.CannotReportSelfException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/CannotReportSelfException.java
com.namelessmc.java_api.exception.EmailAlreadyUsedException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/EmailAlreadyUsedException.java
com.namelessmc.java_api.exception.CannotSendEmailException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/CannotSendEmailException.java
com.namelessmc.java_api.exception.UsernameAlreadyExistsException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/UsernameAlreadyExistsException.java
com.namelessmc.java_api.exception.IntegrationIdAlreadyExistsException	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/exception/IntegrationIdAlreadyExistsException.java
com.namelessmc.java_api.NamelessAPI	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/NamelessAPI.java
com.namelessmc.java_api.RequestHandler	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/RequestHandler.java
com.namelessmc.java_api.Notification	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/Notification.java
com.namelessmc.java_api.Notification$NotificationType	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/Notification.java
com.namelessmc.java_api.NamelessUser	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/NamelessUser.java
com.namelessmc.java_api.Website	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/Website.java
com.namelessmc.java_api.Website$Update	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/Website.java
com.namelessmc.java_api.FilteredUserListBuilder	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/FilteredUserListBuilder.java
com.namelessmc.java_api.Group	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/Group.java
com.namelessmc.java_api.integrations.IntegrationData	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/integrations/IntegrationData.java
com.namelessmc.java_api.modules.websend.WebsendAPI	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/modules/websend/WebsendAPI.java
com.namelessmc.java_api.NamelessApiBuilder	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/NamelessApiBuilder.java
com.namelessmc.java_api.logger.ApiLogger	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/logger/ApiLogger.java
com.namelessmc.java_api.modules.websend.WebsendCommand	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/modules/websend/WebsendCommand.java
com.namelessmc.java_api.UserFilter	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/UserFilter.java
com.namelessmc.java_api.integrations.DetailedIntegrationData	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/integrations/DetailedIntegrationData.java
com.namelessmc.java_api.VerificationInfo	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/VerificationInfo.java
com.namelessmc.java_api.CustomProfileFieldValue	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/CustomProfileFieldValue.java
com.namelessmc.java_api.CustomProfileField	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/CustomProfileField.java
com.namelessmc.java_api.integrations.DiscordIntegrationData	/home/nima/Developer/nullness-benchmarks/annotator-run/src/main/java/com/namelessmc/java_api/integrations/DiscordIntegrationData.java
