kind	class	method	param	index	uri	reason	annotation	rootClass	rootMethod
FIELD	com.leinardi.android.speeddial.SpeedDialActionItem$Builder	null	mLabel	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialActionItem.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.SpeedDialActionItem$Builder	null
FIELD	com.leinardi.android.speeddial.SpeedDialActionItem$Builder	null	mLabel	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialActionItem.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.SpeedDialActionItem$Builder	null
FIELD	com.leinardi.android.speeddial.SpeedDialView	null	mMainFabOpenDrawable	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	ASSIGN_FIELD_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	mMainFabOpenDrawable
FIELD	com.leinardi.android.speeddial.SpeedDialView	null	mMainFabCloseDrawable	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	ASSIGN_FIELD_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	mMainFabCloseDrawable
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	init(android.content.Context,android.util.AttributeSet)	attrs	1	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	SpeedDialView(android.content.Context)
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	init(android.content.Context,android.util.AttributeSet)	attrs	1	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	SpeedDialView(android.content.Context,android.util.AttributeSet,int)
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView)	view	0	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	removeActionItemById(int)
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView,java.util.Iterator,boolean)	view	0	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	replaceActionItem(com.leinardi.android.speeddial.SpeedDialActionItem,com.leinardi.android.speeddial.SpeedDialActionItem)
PARAMETER	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView,java.util.Iterator,boolean)	view	0	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	replaceActionItem(com.leinardi.android.speeddial.SpeedDialActionItem,com.leinardi.android.speeddial.SpeedDialActionItem)
METHOD	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView)	null	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	RETURN_NULLABLE	nullable	com.leinardi.android.speeddial.SpeedDialView	removeActionItem(com.leinardi.android.speeddial.FabWithLabelView)
FIELD	com.leinardi.android.speeddial.SpeedDialView$SnackbarBehavior	null	mTmpRect	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.SpeedDialView$SnackbarBehavior	null
FIELD	com.leinardi.android.speeddial.SpeedDialView$SnackbarBehavior	null	mInternalAutoHideListener	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.SpeedDialView$SnackbarBehavior	null
FIELD	com.leinardi.android.speeddial.SpeedDialView$SnackbarBehavior	null	mTmpRect	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.SpeedDialView$SnackbarBehavior	null
FIELD	com.leinardi.android.speeddial.SpeedDialView$SnackbarBehavior	null	mInternalAutoHideListener	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/SpeedDialView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.SpeedDialView$SnackbarBehavior	null
FIELD	com.leinardi.android.speeddial.FabWithLabelView	null	mSpeedDialActionItem	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/FabWithLabelView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.FabWithLabelView	null
FIELD	com.leinardi.android.speeddial.FabWithLabelView	null	mOnActionSelectedListener	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/FabWithLabelView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.FabWithLabelView	null
FIELD	com.leinardi.android.speeddial.FabWithLabelView	null	mSpeedDialActionItem	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/FabWithLabelView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.FabWithLabelView	null
FIELD	com.leinardi.android.speeddial.FabWithLabelView	null	mOnActionSelectedListener	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/FabWithLabelView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.FabWithLabelView	null
FIELD	com.leinardi.android.speeddial.FabWithLabelView	null	mSpeedDialActionItem	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/FabWithLabelView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.FabWithLabelView	null
FIELD	com.leinardi.android.speeddial.FabWithLabelView	null	mOnActionSelectedListener	null	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/FabWithLabelView.java	METHOD_NO_INIT	nullable	com.leinardi.android.speeddial.FabWithLabelView	null
PARAMETER	com.leinardi.android.speeddial.FabWithLabelView	init(android.content.Context,android.util.AttributeSet)	attrs	1	/Users/nima/Developer/null-repair-auto/projects/FloatingActionButtonSpeedDial/library/src/main/java/com/leinardi/android/speeddial/FabWithLabelView.java	PASS_NULLABLE	nullable	com.leinardi.android.speeddial.FabWithLabelView	FabWithLabelView(android.content.Context)
