class	path
butterknife.compiler.FieldTypefaceBinding	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/FieldTypefaceBinding.java
butterknife.compiler.FieldTypefaceBinding$TypefaceStyles	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/FieldTypefaceBinding.java
butterknife.compiler.ButterKnifeProcessor	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java
butterknife.compiler.ButterKnifeProcessor$RScanner	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/ButterKnifeProcessor.java
butterknife.compiler.ResourceBinding	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/ResourceBinding.java
butterknife.compiler.Id	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/Id.java
butterknife.compiler.BindingSet	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/BindingSet.java
butterknife.compiler.BindingSet$Builder	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/BindingSet.java
butterknife.compiler.FieldResourceBinding	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/FieldResourceBinding.java
butterknife.compiler.FieldResourceBinding$Type	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/FieldResourceBinding.java
butterknife.compiler.FieldResourceBinding$ResourceMethod	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/FieldResourceBinding.java
butterknife.compiler.ViewBinding	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/ViewBinding.java
butterknife.compiler.ViewBinding$Builder	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/ViewBinding.java
butterknife.compiler.FieldCollectionViewBinding	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/FieldCollectionViewBinding.java
butterknife.compiler.FieldCollectionViewBinding$Kind	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/FieldCollectionViewBinding.java
butterknife.compiler.FieldViewBinding	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/FieldViewBinding.java
butterknife.compiler.MemberViewBinding	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/MemberViewBinding.java
butterknife.compiler.MethodViewBinding	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/MethodViewBinding.java
butterknife.compiler.Parameter	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/Parameter.java
butterknife.compiler.FieldDrawableBinding	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/FieldDrawableBinding.java
butterknife.compiler.FieldAnimationBinding	/home/nima/Desktop/nullability-docker/table_3/versions/nullaway/butterknife-wpi-pre/src/src/main/java/butterknife/compiler/FieldAnimationBinding.java
