class	path
org.cache2k.operation.CacheInfo	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/operation/CacheInfo.java
org.cache2k.Cache	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache.java
org.cache2k.KeyValueStore	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/KeyValueStore.java
org.cache2k.AdvancedKeyValueSource	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/AdvancedKeyValueSource.java
org.cache2k.KeyValueSource	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/KeyValueSource.java
org.cache2k.CacheEntry	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/CacheEntry.java
org.cache2k.CacheOperationCompletionListener	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/CacheOperationCompletionListener.java
org.cache2k.processor.EntryProcessor	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/processor/EntryProcessor.java
org.cache2k.processor.EntryMutator	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/processor/EntryMutator.java
org.cache2k.DataAware	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/DataAware.java
org.cache2k.processor.EntryProcessingResult	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/processor/EntryProcessingResult.java
org.cache2k.CacheManager	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/CacheManager.java
org.cache2k.spi.Cache2kCoreProvider	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/spi/Cache2kCoreProvider.java
org.cache2k.config.Cache2kConfig	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/Cache2kConfig.java
org.cache2k.config.ConfigBean	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/ConfigBean.java
org.cache2k.config.BeanMarker	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/BeanMarker.java
org.cache2k.config.ConfigWithSections	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/ConfigWithSections.java
org.cache2k.Cache2kBuilder	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache2kBuilder.java
org.cache2k.Cache2kBuilder$1	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache2kBuilder.java
org.cache2k.Cache2kBuilder$1$1	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache2kBuilder.java
org.cache2k.Cache2kBuilder$2	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache2kBuilder.java
org.cache2k.Cache2kBuilder$2$1	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache2kBuilder.java
org.cache2k.Cache2kBuilder$2$2	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache2kBuilder.java
org.cache2k.config.ConfigBuilder	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/ConfigBuilder.java
org.cache2k.config.CacheType	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/CacheType.java
org.cache2k.config.CustomizationSupplier	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/CustomizationSupplier.java
org.cache2k.expiry.ExpiryPolicy	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/expiry/ExpiryPolicy.java
org.cache2k.expiry.ExpiryTimeValues	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/expiry/ExpiryTimeValues.java
org.cache2k.io.ResiliencePolicy	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/io/ResiliencePolicy.java
org.cache2k.io.ResiliencePolicy$1	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/io/ResiliencePolicy.java
org.cache2k.Customization	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Customization.java
org.cache2k.io.CacheLoader	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/io/CacheLoader.java
org.cache2k.io.CacheWriter	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/io/CacheWriter.java
org.cache2k.io.AdvancedCacheLoader	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/io/AdvancedCacheLoader.java
org.cache2k.io.AsyncCacheLoader	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/io/AsyncCacheLoader.java
org.cache2k.io.AsyncCacheLoader$Context	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/io/AsyncCacheLoader.java
org.cache2k.io.AsyncCacheLoader$Callback	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/io/AsyncCacheLoader.java
org.cache2k.io.ExceptionPropagator	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/io/ExceptionPropagator.java
org.cache2k.Weigher	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Weigher.java
org.cache2k.config.CustomizationCollection	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/CustomizationCollection.java
org.cache2k.event.CacheEntryOperationListener	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/event/CacheEntryOperationListener.java
org.cache2k.event.CacheLifecycleListener	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/event/CacheLifecycleListener.java
org.cache2k.event.CacheLifecycleListener$1	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/event/CacheLifecycleListener.java
org.cache2k.config.Feature	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/Feature.java
org.cache2k.config.SectionContainer	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/SectionContainer.java
org.cache2k.config.ConfigSection	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/ConfigSection.java
org.cache2k.config.SectionBuilder	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/SectionBuilder.java
org.cache2k.config.CacheBuildContext	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/CacheBuildContext.java
org.cache2k.io.LoadExceptionInfo	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/io/LoadExceptionInfo.java
org.cache2k.integration.ExceptionPropagator	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/integration/ExceptionPropagator.java
org.cache2k.config.CustomizationReferenceSupplier	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/CustomizationReferenceSupplier.java
org.cache2k.integration.AsyncCacheLoader	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/integration/AsyncCacheLoader.java
org.cache2k.integration.AsyncCacheLoader$Context	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/integration/AsyncCacheLoader.java
org.cache2k.integration.AsyncCacheLoader$Callback	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/integration/AsyncCacheLoader.java
org.cache2k.integration.LoadDetail	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/integration/LoadDetail.java
org.cache2k.event.CacheClosedListener	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/event/CacheClosedListener.java
org.cache2k.config.ToggleFeature	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/ToggleFeature.java
org.cache2k.config.SingleFeature	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/SingleFeature.java
org.cache2k.config.WithSection	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/WithSection.java
org.cache2k.integration.ExceptionInformation	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/integration/ExceptionInformation.java
org.cache2k.processor.MutableCacheEntry	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/processor/MutableCacheEntry.java
org.cache2k.operation.CacheStatistics	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/operation/CacheStatistics.java
org.cache2k.operation.CacheOperation	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/operation/CacheOperation.java
org.cache2k.operation.CacheControl	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/operation/CacheControl.java
org.cache2k.CustomizationException	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/CustomizationException.java
org.cache2k.CacheException	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/CacheException.java
org.cache2k.config.CacheTypeCapture	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/CacheTypeCapture.java
org.cache2k.config.CacheTypeCapture$BaseType	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/CacheTypeCapture.java
org.cache2k.config.CacheTypeCapture$OfClass	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/CacheTypeCapture.java
org.cache2k.config.CacheTypeCapture$OfArray	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/CacheTypeCapture.java
org.cache2k.config.CacheTypeCapture$OfGeneric	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/CacheTypeCapture.java
org.cache2k.config.DataCustomizationSupplier	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/DataCustomizationSupplier.java
org.cache2k.config.CustomizationSupplierByClassName	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/CustomizationSupplierByClassName.java
org.cache2k.config.ValidatingConfigBean	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/ValidatingConfigBean.java
org.cache2k.config.Cache2kManagerConfig	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/Cache2kManagerConfig.java
org.cache2k.config.Cache2kManagerConfig$Builder	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/Cache2kManagerConfig.java
org.cache2k.config.DefaultCustomizationCollection	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/DefaultCustomizationCollection.java
org.cache2k.integration.AdvancedCacheLoader	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/integration/AdvancedCacheLoader.java
org.cache2k.integration.RefreshedTimeWrapper	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/integration/RefreshedTimeWrapper.java
org.cache2k.integration.CacheLoaderException	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/integration/CacheLoaderException.java
org.cache2k.io.CacheLoaderException	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/io/CacheLoaderException.java
org.cache2k.integration.Loaders	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/integration/Loaders.java
org.cache2k.integration.CacheWriter	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/integration/CacheWriter.java
org.cache2k.integration.CacheLoader	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/integration/CacheLoader.java
